LOEPENR	PARADIGME_ID	BOY_NUMMER	BOY_GRUPPE	BOY_UTTRYKK
4682	764	3	substantiv	menn
4683	764	4	substantiv	mennene
4684	765	1	substantiv	stad
4685	765	2	substantiv	staden
4686	765	3	substantiv	steder
4687	765	4	substantiv	stedene
4688	766	1	substantiv	a+%
4689	766	2	substantiv	a+%en
4690	766	3	substantiv	e+%er
4691	766	4	substantiv	e+%ene
4692	767	1	substantiv	å%
4693	767	2	substantiv	å%en
4694	767	3	substantiv	æ%er
4695	767	4	substantiv	æ%ene
4696	768	1	substantiv	fader
4697	768	2	substantiv	faderen
4698	768	3	substantiv	fedre
4699	768	4	substantiv	fedrene
4700	769	1	substantiv	o+
4701	769	2	substantiv	o+en
4702	769	3	substantiv	ø+er
4703	769	4	substantiv	ø+ene
4704	76A	1	substantiv	voss
4705	76A	2	substantiv	vossen
4706	76A	3	substantiv	vesser
4707	76A	4	substantiv	vessene
4708	76B	1	substantiv	broder
4709	76B	2	substantiv	broderen
4710	76B	3	substantiv	brødre
4711	76B	4	substantiv	brødrene
4712	76C	1	substantiv	moder
4713	76C	2	substantiv	moderen
4714	76C	3	substantiv	mødre
4715	76C	4	substantiv	mødrene
4716	76D	1	substantiv	moder
4717	76D	2	substantiv	moderen
4718	76D	3	substantiv	mødrer
4719	76D	4	substantiv	mødrene
4720	76E	1	substantiv	mor
4721	76E	2	substantiv	moren
4722	76E	3	substantiv	mødre
4723	76E	4	substantiv	mødrene
4724	76F	1	substantiv	mor
4725	76F	2	substantiv	moren
4726	76F	3	substantiv	mødrer
4727	76F	4	substantiv	mødrene
4728	76G	1	substantiv	%tter
4729	76G	2	substantiv	%tteren
4730	76G	3	substantiv	øtre
4731	76G	4	substantiv	øtrene
4732	76H	1	substantiv	%tter
4733	76H	2	substantiv	%tteren
4734	76H	3	substantiv	øtrer
4735	76H	4	substantiv	øtrene
4736	76I	1	substantiv	å
4737	76I	2	substantiv	åen
4738	76I	3	substantiv	ær
4739	76I	4	substantiv	ærne
4740	76J	1	substantiv	o+%
4741	76J	2	substantiv	o+%en
4742	76J	3	substantiv	e+%er
4743	76J	4	substantiv	e+%ene
4744	76K	1	substantiv	a++
4745	76K	2	substantiv	a++en
4746	76K	3	substantiv	e++er
4747	76K	4	substantiv	e++ene
4748	76L	1	substantiv	o
4749	76L	2	substantiv	oen
4750	76L	3	substantiv	ør
4751	76L	4	substantiv	ørne
4752	76M	1	substantiv	å%
4753	76M	2	substantiv	å%en
4754	76M	3	substantiv	jæ%er
4755	76M	4	substantiv	jæ%ene
4756	76N	1	substantiv	å%
4757	76N	2	substantiv	å%en
4758	76N	3	substantiv	je%%
4759	76N	4	substantiv	je%%ene
4760	76O	1	substantiv	ku
4761	76O	2	substantiv	kuen
4762	76O	3	substantiv	kyr
4763	76O	4	substantiv	kyrne
4764	76P	1	substantiv	å+%
4765	76P	2	substantiv	å+%en
4766	76P	3	substantiv	e+%er
4767	76P	4	substantiv	e+%ene
4768	770	1	substantiv	
4769	770	2	substantiv	en
4770	770	3	substantiv	s
4771	770	4	substantiv	ene
4772	771	3	substantiv	æ++er
4773	771	2	substantiv	å++en
4774	771	1	substantiv	å++
4775	771	4	substantiv	æ++ene
4776	772	1	substantiv	
4777	772	2	substantiv	n
4778	772	3	substantiv	s
4779	772	4	substantiv	sene
4780	773	1	substantiv	
4781	773	2	substantiv	n
4782	773	3	substantiv	s
4783	773	4	substantiv	ne
4784	774	1	substantiv	
4785	774	2	substantiv	-
4786	774	3	substantiv	s
4787	774	4	substantiv	-
4788	775	1	substantiv	ty
4789	775	2	substantiv	tyen
4790	775	3	substantiv	ties
4791	775	4	substantiv	tyene
4792	776	1	substantiv	man
4793	776	2	substantiv	-
4794	776	3	substantiv	men
4795	776	4	substantiv	-
4796	777	1	substantiv	-
4797	777	2	substantiv	-
4798	777	3	substantiv	
4799	777	4	substantiv	ene
4800	778	1	substantiv	
4801	778	2	substantiv	en
4802	778	3	substantiv	es
4803	778	4	substantiv	ene
4804	779	1	substantiv	ny
4805	779	2	substantiv	nyen
4806	779	3	substantiv	ce
4807	779	4	substantiv	cene
4808	780	1	substantiv	-
4809	780	2	substantiv	-
4810	780	3	substantiv	er
4811	780	4	substantiv	ene
4812	781	1	substantiv	-
4813	781	2	substantiv	-
4814	781	3	substantiv	a
4815	781	4	substantiv	ene
4816	782	1	substantiv	-
4817	782	2	substantiv	-
4818	782	3	substantiv	
4819	782	4	substantiv	ne
4820	783	4	substantiv	ene
4821	783	3	substantiv	er
4822	783	1	substantiv	a
4823	783	2	substantiv	aen
4824	784	3	substantiv	+%ne
4825	784	4	substantiv	+%ne
4826	784	2	substantiv	+%ne
4827	784	1	substantiv	+%en
4828	785	1	substantiv	-
4829	785	2	substantiv	-
4830	785	3	substantiv	
4831	785	4	substantiv	ene
4832	786	1	substantiv	o
4833	786	2	substantiv	-
4834	786	3	substantiv	i
4835	786	4	substantiv	-
4836	787	4	substantiv	ene
4837	787	2	substantiv	-
4838	787	3	substantiv	er
4839	787	1	substantiv	-
4840	788	3	substantiv	i
4841	788	2	substantiv	en
4842	788	4	substantiv	ene
4843	788	1	substantiv	
4844	789	4	substantiv	-
4845	789	3	substantiv	artes
4846	789	2	substantiv	-
4847	789	1	substantiv	ars
4848	790	1	substantiv, ubøy	
4849	791	1	substantiv	-
4850	791	2	substantiv	
4851	791	3	substantiv	-
4852	791	4	substantiv	-
4853	795	1	substantiv, ubøy	
4854	800	1	substantiv	
4855	800	2	substantiv	et
4856	800	3	substantiv	
4857	800	4	substantiv	a
4858	801	1	substantiv	
4859	801	2	substantiv	et
4860	801	3	substantiv	er
4861	801	4	substantiv	a
4862	802	1	substantiv	e
4863	802	2	substantiv	et
4864	802	3	substantiv	er
4865	802	4	substantiv	a
4866	803	1	substantiv	%
4867	803	2	substantiv	%-et
4868	803	3	substantiv	%
4869	803	4	substantiv	%-a
4870	804	1	substantiv	e
4871	804	2	substantiv	et
4872	804	3	substantiv	e
4873	804	4	substantiv	a
4874	805	1	substantiv	%
4875	805	2	substantiv	%-et
4876	805	3	substantiv	%-er
4877	805	4	substantiv	%-ene
4878	806	3	substantiv	%-er
4879	806	4	substantiv	%-a
4880	806	2	substantiv	%-et
4881	806	1	substantiv	%
4882	807	1	substantiv	e%
4883	807	3	substantiv	e%
4884	807	4	substantiv	e%ne
4885	807	2	substantiv	e%et
4886	808	1	substantiv	en
4887	808	2	substantiv	enet
4888	808	3	substantiv	en
4889	808	4	substantiv	nene
4890	809	1	substantiv	e
4891	809	2	substantiv	et
4892	809	3	substantiv	ne
4893	809	4	substantiv	nene
4894	810	1	substantiv	
4895	810	2	substantiv	et
4896	810	3	substantiv	
4897	810	4	substantiv	ene
4898	811	1	substantiv	
4899	811	2	substantiv	et
4900	811	3	substantiv	er
4901	811	4	substantiv	ene
4902	812	1	substantiv	e
4903	812	2	substantiv	et
4904	812	3	substantiv	er
4905	812	4	substantiv	ene
4906	813	1	substantiv	%
4907	813	2	substantiv	%-et
4908	813	3	substantiv	%
4909	813	4	substantiv	%-ene
4910	814	1	substantiv	e
4911	814	2	substantiv	et
4912	814	3	substantiv	e
4913	814	4	substantiv	ene
4914	815	1	substantiv	e%
4915	815	2	substantiv	e%et
4916	815	3	substantiv	e%
4917	815	4	substantiv	%a
4918	816	1	substantiv	e%
4919	816	2	substantiv	e%et
4920	816	3	substantiv	e%
4921	816	4	substantiv	%ene
4922	817	1	substantiv	e%
4923	817	2	substantiv	e%et
4924	817	3	substantiv	%er
4925	817	4	substantiv	%a
4926	818	1	substantiv	e%
4927	818	2	substantiv	e%et
4928	818	3	substantiv	%er
4929	818	4	substantiv	%ene
4930	819	1	substantiv	e%
4931	819	2	substantiv	%et
4932	819	3	substantiv	e%
4933	819	4	substantiv	%a
4934	820	1	substantiv	e%
4935	820	2	substantiv	%et
4936	820	3	substantiv	e%
4937	820	4	substantiv	%ene
4938	821	1	substantiv	e%
4939	821	2	substantiv	%et
4940	821	3	substantiv	%er
4941	821	4	substantiv	%a
4942	822	1	substantiv	e%
4943	822	2	substantiv	%et
4944	822	3	substantiv	%er
4945	822	4	substantiv	%ene
4946	823	1	substantiv	e%
4947	823	2	substantiv	e%et
4948	823	3	substantiv	e%e
4949	823	4	substantiv	e%a
4950	824	1	substantiv	e%
4951	824	2	substantiv	%et
4952	824	3	substantiv	%e
4953	824	4	substantiv	%a
4954	825	1	substantiv	e%
4955	825	2	substantiv	%et
4956	825	3	substantiv	%e
4957	825	4	substantiv	%ene
4958	826	1	substantiv	e%
4959	826	2	substantiv	e%et
4960	826	3	substantiv	%e
4961	826	4	substantiv	%a
4962	827	1	substantiv	e%
4963	827	2	substantiv	e%et
4964	827	3	substantiv	%e
4965	827	4	substantiv	%ene
4966	828	1	substantiv	e%
4967	828	2	substantiv	e%et
4968	828	3	substantiv	e%e
4969	828	4	substantiv	e%ne
4970	829	1	substantiv	on
4971	829	2	substantiv	onet
4972	829	3	substantiv	er
4973	829	4	substantiv	ene
4974	830	1	substantiv	m
4975	830	2	substantiv	mmet
4976	830	3	substantiv	m
4977	830	4	substantiv	mma
4978	831	1	substantiv	m
4979	831	2	substantiv	mmet
4980	831	3	substantiv	m
4981	831	4	substantiv	mmene
4982	832	1	substantiv	m
4983	832	2	substantiv	mmet
4984	832	3	substantiv	mmer
4985	832	4	substantiv	mma
4986	833	1	substantiv	m
4987	833	2	substantiv	mmet
4988	833	3	substantiv	mmer
4989	833	4	substantiv	mmene
4990	834A	4	substantiv	++a
4991	834A	1	substantiv	+
4992	834A	3	substantiv	++er
4993	834A	2	substantiv	++et
4994	834B	1	substantiv	+
4995	834B	3	substantiv	++er
4996	834B	4	substantiv	++ene
4997	834B	2	substantiv	++et
4998	835	1	substantiv	++e%
4999	835	2	substantiv	++e%et
5000	835	3	substantiv	++e%
5001	835	4	substantiv	+%a
5002	836	1	substantiv	++e%
5003	836	2	substantiv	++e%et
5004	836	3	substantiv	++e%
5005	836	4	substantiv	+%ene
5006	837	1	substantiv	++e%
5007	837	2	substantiv	+%et
5008	837	3	substantiv	+%er
5009	837	4	substantiv	+%a
5010	838	1	substantiv	++e%
5011	838	2	substantiv	+%et
5012	838	3	substantiv	+%er
5013	838	4	substantiv	+%ene
5014	839	1	substantiv	++e%
5015	839	2	substantiv	+%et
5016	839	3	substantiv	+%e
5017	839	4	substantiv	+%a
5018	840	1	substantiv	++e%
5019	840	2	substantiv	+%et
5020	840	3	substantiv	+%e
5021	840	4	substantiv	+%ene
5022	841	1	substantiv	++e%
5023	841	2	substantiv	++e%et
5024	841	3	substantiv	+%e
5025	841	4	substantiv	+%a
5026	842	1	substantiv	++e%
5027	842	2	substantiv	++e%et
5028	842	3	substantiv	+%e
5029	842	4	substantiv	+%ene
5030	843	1	substantiv	++e%
5031	843	2	substantiv	++e%et
5032	843	3	substantiv	+%er
5033	843	4	substantiv	+%a
5034	844	1	substantiv	++e%
5035	844	2	substantiv	++e%et
5036	844	3	substantiv	+%er
5037	844	4	substantiv	+%ene
5038	845	1	substantiv	
5039	845	2	substantiv	et
5040	845	3	substantiv	e
5041	845	4	substantiv	ne
5042	846	1	substantiv	++e%
5043	846	4	substantiv	+%a
5044	846	3	substantiv	++e%
5045	846	2	substantiv	+%et
5046	847	4	substantiv	+%ene
5047	847	3	substantiv	++e%
5048	847	1	substantiv	++e%
5049	847	2	substantiv	+%et
5050	848	2	substantiv	-
5051	848	3	substantiv	er
5052	848	4	substantiv	ene
5053	848	1	substantiv	-
5054	849	3	substantiv	er
5055	849	4	substantiv	a
5056	849	2	substantiv	-
5057	849	1	substantiv	-
5058	850	1	substantiv	um
5059	850	2	substantiv	umet
5060	850	3	substantiv	a
5061	850	4	substantiv	aene
5062	851	1	substantiv	um
5063	851	2	substantiv	et
5064	851	3	substantiv	er
5065	851	4	substantiv	a
5066	852	1	substantiv	um
5067	852	2	substantiv	et
5068	852	3	substantiv	er
5069	852	4	substantiv	ene
5070	853	1	substantiv	um
5071	853	2	substantiv	umet
5072	853	3	substantiv	e
5073	853	4	substantiv	a
5074	854	1	substantiv	um
5075	854	2	substantiv	umet
5076	854	3	substantiv	e
5077	854	4	substantiv	ene
5078	855	1	substantiv	um
5079	855	2	substantiv	et
5080	855	3	substantiv	e
5081	855	4	substantiv	a
5082	856	1	substantiv	um
5083	856	2	substantiv	et
5084	856	3	substantiv	e
5085	856	4	substantiv	ene
5086	857	1	substantiv	um
5087	857	2	substantiv	umet
5088	857	3	substantiv	er
5089	857	4	substantiv	a
5090	858	1	substantiv	um
5091	858	2	substantiv	umet
5092	858	3	substantiv	er
5093	858	4	substantiv	ene
5094	859	1	substantiv	um
5095	859	2	substantiv	et
5096	859	3	substantiv	a
5097	859	4	substantiv	aene
5098	860	1	substantiv	
5099	860	2	substantiv	et
5100	860	3	substantiv	
5101	860	4	substantiv	ne
5102	861	1	substantiv	e+
5103	861	2	substantiv	e+et
5104	861	3	substantiv	i+a
5105	861	4	substantiv	i+aene
5106	862	1	substantiv	
5107	862	2	substantiv	et
5108	862	3	substantiv	ier
5109	862	4	substantiv	iene
5110	863	1	substantiv	o
5111	863	2	substantiv	oet
5112	863	3	substantiv	i
5113	863	4	substantiv	iene
5114	864	1	substantiv	a
5115	864	2	substantiv	aet
5116	864	3	substantiv	er
5117	864	4	substantiv	ene
5118	865	1	substantiv	e
5119	865	2	substantiv	eet
5120	865	3	substantiv	ær
5121	865	4	substantiv	ærne
5122	866	1	substantiv	us
5123	866	2	substantiv	uset
5124	866	3	substantiv	ora
5125	866	4	substantiv	oraene
5126	867	1	substantiv	us
5127	867	2	substantiv	uset
5128	867	3	substantiv	er
5129	867	4	substantiv	ene
5130	868	1	substantiv	on
5131	868	2	substantiv	onet
5132	868	3	substantiv	a
5133	868	4	substantiv	aene
5134	869	1	substantiv	on
5135	869	2	substantiv	et
5136	869	3	substantiv	er
5137	869	4	substantiv	a
5138	870	1	substantiv	on
5139	870	2	substantiv	et
5140	870	3	substantiv	er
5141	870	4	substantiv	ene
5142	871	1	substantiv	us
5143	871	2	substantiv	uset
5144	871	3	substantiv	era
5145	871	4	substantiv	eraene
5146	872	1	substantiv	
5147	872	2	substantiv	et
5148	872	3	substantiv	s
5149	872	4	substantiv	sa
5150	873	1	substantiv	
5151	873	2	substantiv	et
5152	873	3	substantiv	s
5153	873	4	substantiv	sene
5154	874	1	substantiv	é
5155	874	2	substantiv	eet
5156	874	3	substantiv	eer
5157	874	4	substantiv	ea
5158	875	1	substantiv	é
5159	875	2	substantiv	eet
5160	875	3	substantiv	eer
5161	875	4	substantiv	eene
5162	876	1	substantiv	é
5163	876	2	substantiv	eet
5164	876	3	substantiv	é
5165	876	4	substantiv	ea
5166	877	1	substantiv	é
5167	877	2	substantiv	eet
5168	877	3	substantiv	é
5169	877	4	substantiv	eene
5170	878	1	substantiv	o
5171	878	2	substantiv	oet
5172	878	3	substantiv	ør
5173	878	4	substantiv	ørne
5174	879	3	substantiv	ne
5175	879	4	substantiv	nene
5176	879	1	substantiv	-
5177	879	2	substantiv	-
5178	880	1	substantiv	-
5179	880	2	substantiv	-
5180	880	3	substantiv	r
5181	880	4	substantiv	rne
5182	881	1	substantiv	-
5183	881	3	substantiv	
5184	881	4	substantiv	a
5185	881	2	substantiv	-
5186	882	4	substantiv	ene
5187	882	3	substantiv	
5188	882	1	substantiv	-
5189	882	2	substantiv	-
5190	883	2	substantiv	-
5191	883	4	substantiv	%ene
5192	883	3	substantiv	%er
5193	883	1	substantiv	-
5194	884	3	substantiv	%er
5195	884	4	substantiv	%a
5196	884	2	substantiv	-
5197	884	1	substantiv	-
5198	885	2	substantiv	sekulumet
5199	885	1	substantiv	sekulum
5200	885	3	substantiv	sekler
5201	885	4	substantiv	seklene
5202	886	4	substantiv	sekla
5203	886	3	substantiv	sekler
5204	886	1	substantiv	sekulum
5205	886	2	substantiv	sekulumet
5206	890	1	substantiv, ubøy	
5207	895	1	substantiv, ubøy	
5208	900	1	substantiv	
5209	900	2	substantiv	a
5210	900	3	substantiv	er
5211	900	4	substantiv	ene
5212	901	1	substantiv	%
5213	901	2	substantiv	%-a
5214	901	3	substantiv	%-er
5215	901	4	substantiv	%-ene
5216	902	1	substantiv	e
5217	902	2	substantiv	a
5218	902	3	substantiv	er
5219	902	4	substantiv	ene
5220	915	1	substantiv	
5221	915	2	substantiv	a
5222	915	3	substantiv	
5223	915	4	substantiv	ene
5224	920	1	substantiv	e%
5225	920	2	substantiv	%a
5226	920	3	substantiv	%er
5227	920	4	substantiv	%ene
5228	921	1	substantiv	e%
5229	921	2	substantiv	%a
5230	921	3	substantiv	e%
5231	921	4	substantiv	%ene
5232	922	1	substantiv	e%
5233	922	2	substantiv	%a
5234	922	3	substantiv	%e
5235	922	4	substantiv	%ene
5236	925	1	substantiv	++e%
5237	925	2	substantiv	+%a
5238	925	3	substantiv	+%er
5239	925	4	substantiv	+%ene
5240	926	4	substantiv	+%ene
5241	926	3	substantiv	+%e
5242	926	1	substantiv	++e%
5243	926	2	substantiv	+%a
5244	930	1	substantiv	+
5245	930	2	substantiv	++a
5246	930	3	substantiv	++er
5247	930	4	substantiv	++ene
5248	940	1	substantiv	%tter
5249	940	2	substantiv	%ttera
5250	940	3	substantiv	øtre
5251	940	4	substantiv	øtrene
5252	941	1	substantiv	%tter
5253	941	2	substantiv	%ttera
5254	941	3	substantiv	øtrer
5255	941	4	substantiv	øtrene
5256	942	1	substantiv	mor
5257	942	2	substantiv	mora
5258	942	3	substantiv	mødre
5259	942	4	substantiv	mødrene
5260	943	1	substantiv	mor
5261	943	2	substantiv	mora
5262	943	3	substantiv	mødrer
5263	943	4	substantiv	mødrene
5264	944	1	substantiv	e%
5265	944	2	substantiv	e%a
5266	944	3	substantiv	%e
5267	944	4	substantiv	%ene
5268	945	1	substantiv	e%
5269	945	2	substantiv	e%a
5270	945	3	substantiv	%er
5271	945	4	substantiv	%ene
5272	946	1	substantiv	å
5273	946	2	substantiv	åa
5274	946	3	substantiv	ær
5275	946	4	substantiv	ærne
5276	947	2	substantiv	-
5277	947	3	substantiv	%r
5278	947	4	substantiv	%ne
5279	947	1	substantiv	-
5280	948	1	substantiv	o+%
5281	948	2	substantiv	o+%a
5282	948	3	substantiv	e+%er
5283	948	4	substantiv	e+%ene
5284	949	2	substantiv	o++a
5285	949	1	substantiv	o++
5286	949	4	substantiv	e++ene
5287	949	3	substantiv	e++er
5288	950	1	substantiv	a++
5289	950	2	substantiv	a++a
5290	950	3	substantiv	e++er
5291	950	4	substantiv	e++ene
5292	951	1	substantiv	a+%
5293	951	2	substantiv	a+%a
5294	951	3	substantiv	e+%er
5295	951	4	substantiv	e+%ene
5296	952	1	substantiv	o+
5297	952	2	substantiv	o+a
5298	952	3	substantiv	ø+er
5299	952	4	substantiv	ø+ene
5300	953	1	substantiv	o
5301	953	2	substantiv	oa
5302	953	3	substantiv	ør
5303	953	4	substantiv	ørne
5304	954	1	substantiv	o+
5305	954	2	substantiv	o+a
5306	954	3	substantiv	ø++er
5307	954	4	substantiv	ø++ene
5308	955	1	substantiv	å%
5309	955	2	substantiv	å%a
5310	955	3	substantiv	æ%er
5311	955	4	substantiv	æ%ene
5312	956	1	substantiv	å%
5313	956	2	substantiv	å%a
5314	956	3	substantiv	jæ%er
5315	956	4	substantiv	jæ%ene
5316	957	1	substantiv	å%
5317	957	2	substantiv	å%a
5318	957	3	substantiv	je%%
5319	957	4	substantiv	je%%ene
5320	959	1	substantiv	ku
5321	959	2	substantiv	kua
5322	959	3	substantiv	kyr
5323	959	4	substantiv	kyrne
5324	962	1	substantiv	å+%
5325	962	4	substantiv	e+%ene
5326	962	2	substantiv	å+%a
5327	962	3	substantiv	e+%er
5328	970	1	substantiv	-
5329	970	2	substantiv	-
5330	970	3	substantiv	er
5331	970	4	substantiv	ene
5332	972	1	substantiv	-
5333	972	2	substantiv	-
5334	972	3	substantiv	
5335	972	4	substantiv	ne
5336	990	1	substantiv, ubøy	
5337	991	2	substantiv	
5338	991	1	substantiv	-
5339	991	4	substantiv	-
5340	991	3	substantiv	-
5341	994	1	substantiv, ubøy	
5342	995	1	substantiv, ubøy	
5343	996	1	substantiv, ubøy	
5344	997	1	substantiv, ubøy	
5345	998	4	substantiv	-
5346	998	3	substantiv	
5347	998	1	substantiv	-
5348	998	2	substantiv	-
5349	999	1	substantiv, ubøy	
